( fax: [
    customer_id("ALFKI"), "030-0076545";
    customer_id("DUMON"), "40.67.88.88";
    customer_id("EASTC"), "(171) 555-0297";
    customer_id("ERNSH"), "7675-3425";
    customer_id("FAMIA"), "(11) 555-9857";
    customer_id("FISSA"), "(91) 555 94 44";
    customer_id("FOLIG"), "20.16.10.16";
    customer_id("FOLKO"), "0695-34 67 21";
    customer_id("FRANK"), "089-0877310";
    customer_id("FRANR"), "40.32.21.21";
    customer_id("FRANS"), "011-4988260";
    customer_id("FURIB"), "(1) 354-2534";
    customer_id("GALED"), "(93) 203 4560";
    customer_id("GODOS"), "(95) 555 82 82";
    customer_id("GOURL"), "(11) 555-9482";
    customer_id("GREAL"), "(503) 555-7555";
    customer_id("GROSR"), "(2) 283-2951";
    customer_id("HANAR"), "(21) 555-0091";
    customer_id("HILAA"), "(5) 555-1340";
    customer_id("HUNGC"), "(503) 555-6874";
    customer_id("HUNGO"), "2967 542";
    customer_id("ISLAT"), "(198) 555-8888";
    customer_id("KOENE"), "0555-09876";
    customer_id("LACOR"), "30.59.84.10";
    customer_id("LAMAI"), "61.77.61.10";
    customer_id("LAUGB"), "(604) 555-3392";
    customer_id("LAZYK"), "(509) 555-7969";
    customer_id("LEHMS"), "069-0245984";
    customer_id("LETSS"), "(415) 555-5938";
    customer_id("LILAS"), "(9) 331-6954";
    customer_id("LINOD"), "(8) 34-56-12";
    customer_id("LONEP"), "(503) 555-9573";
    customer_id("MAGAA"), "035-640230";
    customer_id("MAISD"), "(02) 201 24 67";
    customer_id("MEREP"), "(514) 555-8054";
    customer_id("MORGK"), "0342-023176";
    customer_id("NORTS"), "(171) 555-7733";
    customer_id("OCEAN"), "(1) 135-5333";
    customer_id("OLDWO"), "(907) 555-7584";
    customer_id("OTTIK"), "0221-0644327";
    customer_id("PARIS"), "(1) 42.34.22.66";
    customer_id("PERIC"), "(5) 552-3745";
    customer_id("PICCO"), "6562-9722";
    customer_id("PRINI"), "(1) 356-5634";
    customer_id("QUEDE"), "(21) 555-4252";
    customer_id("QUEEN"), "(11) 555-1189";
    customer_id("QUICK"), "0372-035188";
    customer_id("RANCH"), "(1) 123-5555";
    customer_id("RATTC"), "(505) 555-5939";
    customer_id("REGGC"), "0522-556721";
    customer_id("RICAR"), "(21) 555-3412";
    customer_id("RICSU"), "0897-034214";
    customer_id("ROMEY"), "(91) 745 6200";
    customer_id("SANTG"), "07-98 92 35";
    customer_id("SAVEA"), "(208) 555-8097";
    customer_id("SEVES"), "(171) 555-1717";
    customer_id("SIMOB"), "31 12 34 56";
    customer_id("SPECD"), "(1) 47.55.60.10";
    customer_id("SPLIR"), "(307) 555-4680";
    customer_id("SUPRD"), "(071) 23 67 22 20";
    customer_id("THEBI"), "(503) 555-3612";
    customer_id("THECR"), "(406) 555-5834";
    customer_id("TOMSP"), "0251-031259";
    customer_id("TORTU"), "(5) 555-2933";
    customer_id("TRADH"), "(11) 555-2167";
    customer_id("TRAIH"), "(206) 555-8257";
    customer_id("VAFFE"), "86 21 32 43";
    customer_id("VICTE"), "78.32.54.86";
    customer_id("VINET"), "26.47.15.10";
    customer_id("WANDK"), "0711-020361";
    customer_id("WARTH"), "981-443655";
    customer_id("WELLI"), "(14) 555-8122";
    customer_id("WHITC"), "(206) 555-4112";
    customer_id("WILMK"), "90-224 8858";
    customer_id("WOLZA"), "(26) 642-7012";
    supplier_id(1), "(171) 555-2222";
    supplier_id(2), "(100) 555-4822";
    supplier_id(3), "(313) 555-5735";
    supplier_id(4), "(03) 3555-5011";
    supplier_id(5), "(98) 598 76 54";
    supplier_id(6), "(06) 431-7877";
    supplier_id(7), "(03) 444-2343";
    supplier_id(8), "(161) 555-4448";
    supplier_id(9), "031-987 65 43";
    supplier_id(10), "(11) 555 4640";
    supplier_id(11), "(010) 9984510";
    supplier_id(12), "(069) 992755";
    supplier_id(13), "(04721) 8713";
    supplier_id(14), "(0544) 60323";
    supplier_id(15), "(0)2-953010";
    supplier_id(16), "(503) 555-9931";
    supplier_id(17), "08-123 45 67";
    supplier_id(18), "(1) 03.83.00.68";
    supplier_id(19), "(617) 555-3267";
    supplier_id(20), "555-8787";
    supplier_id(21), "43844108";
    supplier_id(22), "(12345) 1212";
    supplier_id(23), "(953) 10956";
    supplier_id(24), "(02) 555-5914";
    supplier_id(25), "(514) 555-9022";
    supplier_id(26), "(089) 6547665";
    supplier_id(27), "85.57.00.07";
    supplier_id(28), "38.76.98.06";
    supplier_id(29), "(514) 555-2955"
  ],
  title: [
    employee_id(1) -> "Sales Representative",
    employee_id(2) -> "Vice President, Sales",
    employee_id(3) -> "Sales Representative",
    employee_id(4) -> "Sales Representative",
    employee_id(5) -> "Sales Manager",
    employee_id(6) -> "Sales Representative",
    employee_id(7) -> "Sales Representative",
    employee_id(8) -> "Inside Sales Coordinator",
    employee_id(9) -> "Sales Representative"
  ],
  region: [
    region_id(1),
    region_id(2),
    region_id(3),
    region_id(4)
  ],
  salary: [
    employee_id(1) -> 2954.55,
    employee_id(2) -> 2254.49,
    employee_id(3) -> 3119.15,
    employee_id(4) -> 1861.08,
    employee_id(5) -> 1744.21,
    employee_id(6) -> 2004.07,
    employee_id(7) -> 1991.55,
    employee_id(8) -> 2100.5,
    employee_id(9) -> 2333.33
  ],
  address: [
    customer_id("ALFKI") -> "Obere Str. 57",
    customer_id("ANATR") -> "Avda. de la Constitucin 2222",
    customer_id("ANTON") -> "Mataderos  2312",
    customer_id("AROUT") -> "120 Hanover Sq.",
    customer_id("BERGS") -> "Berguvsvgen  8",
    customer_id("BLAUS") -> "Forsterstr. 57",
    customer_id("BLONP") -> "24, place Klber",
    customer_id("BOLID") -> "C/ Araquil, 67",
    customer_id("BONAP") -> "12, rue des Bouchers",
    customer_id("BOTTM") -> "23 Tsawassen Blvd.",
    customer_id("BSBEV") -> "Fauntleroy Circus",
    customer_id("CACTU") -> "Cerrito 333",
    customer_id("CENTC") -> "Sierras de Granada 9993",
    customer_id("CHOPS") -> "Hauptstr. 29",
    customer_id("COMMI") -> "Av. dos Lusadas, 23",
    customer_id("CONSH") -> "Berkeley Gardens 12  Brewery",
    customer_id("DRACD") -> "Walserweg 21",
    customer_id("DUMON") -> "67, rue des Cinquante Otages",
    customer_id("EASTC") -> "35 King George",
    customer_id("ERNSH") -> "Kirchgasse 6",
    customer_id("FAMIA") -> "Rua Ors, 92",
    customer_id("FISSA") -> "C/ Moralzarzal, 86",
    customer_id("FOLIG") -> "184, chausse de Tournai",
    customer_id("FOLKO") -> "kergatan 24",
    customer_id("FRANK") -> "Berliner Platz 43",
    customer_id("FRANR") -> "54, rue Royale",
    customer_id("FRANS") -> "Via Monte Bianco 34",
    customer_id("FURIB") -> "Jardim das rosas n. 32",
    customer_id("GALED") -> "Rambla de Catalua, 23",
    customer_id("GODOS") -> "C/ Romero, 33",
    customer_id("GOURL") -> "Av. Brasil, 442",
    customer_id("GREAL") -> "2732 Baker Blvd.",
    customer_id("GROSR") -> "5 Ave. Los Palos Grandes",
    customer_id("HANAR") -> "Rua do Pao, 67",
    customer_id("HILAA") -> "Carrera 22 con Ave. Carlos Soublette #8-35",
    customer_id("HUNGC") -> "City Center Plaza 516 Main St.",
    customer_id("HUNGO") -> "8 Johnstown Road",
    customer_id("ISLAT") -> "Garden House Crowther Way",
    customer_id("KOENE") -> "Maubelstr. 90",
    customer_id("LACOR") -> "67, avenue de l'Europe",
    customer_id("LAMAI") -> "1 rue Alsace-Lorraine",
    customer_id("LAUGB") -> "1900 Oak St.",
    customer_id("LAZYK") -> "12 Orchestra Terrace",
    customer_id("LEHMS") -> "Magazinweg 7",
    customer_id("LETSS") -> "87 Polk St. Suite 5",
    customer_id("LILAS") -> "Carrera 52 con Ave. Bolvar #65-98 Llano Largo",
    customer_id("LINOD") -> "Ave. 5 de Mayo Porlamar",
    customer_id("LONEP") -> "89 Chiaroscuro Rd.",
    customer_id("MAGAA") -> "Via Ludovico il Moro 22",
    customer_id("MAISD") -> "Rue Joseph-Bens 532",
    customer_id("MEREP") -> "43 rue St. Laurent",
    customer_id("MORGK") -> "Heerstr. 22",
    customer_id("NORTS") -> "South House 300 Queensbridge",
    customer_id("OCEAN") -> "Ing. Gustavo Moncada 8585 Piso 20-A",
    customer_id("OLDWO") -> "2743 Bering St.",
    customer_id("OTTIK") -> "Mehrheimerstr. 369",
    customer_id("PARIS") -> "265, boulevard Charonne",
    customer_id("PERIC") -> "Calle Dr. Jorge Cash 321",
    customer_id("PICCO") -> "Geislweg 14",
    customer_id("PRINI") -> "Estrada da sade n. 58",
    customer_id("QUEDE") -> "Rua da Panificadora, 12",
    customer_id("QUEEN") -> "Alameda dos Canrios, 891",
    customer_id("QUICK") -> "Taucherstrae 10",
    customer_id("RANCH") -> "Av. del Libertador 900",
    customer_id("RATTC") -> "2817 Milton Dr.",
    customer_id("REGGC") -> "Strada Provinciale 124",
    customer_id("RICAR") -> "Av. Copacabana, 267",
    customer_id("RICSU") -> "Grenzacherweg 237",
    customer_id("ROMEY") -> "Gran Va, 1",
    customer_id("SANTG") -> "Erling Skakkes gate 78",
    customer_id("SAVEA") -> "187 Suffolk Ln.",
    customer_id("SEVES") -> "90 Wadhurst Rd.",
    customer_id("SIMOB") -> "Vinbltet 34",
    customer_id("SPECD") -> "25, rue Lauriston",
    customer_id("SPLIR") -> "P.O. Box 555",
    customer_id("SUPRD") -> "Boulevard Tirou, 255",
    customer_id("THEBI") -> "89 Jefferson Way Suite 2",
    customer_id("THECR") -> "55 Grizzly Peak Rd.",
    customer_id("TOMSP") -> "Luisenstr. 48",
    customer_id("TORTU") -> "Avda. Azteca 123",
    customer_id("TRADH") -> "Av. Ins de Castro, 414",
    customer_id("TRAIH") -> "722 DaVinci Blvd.",
    customer_id("VAFFE") -> "Smagsloget 45",
    customer_id("VICTE") -> "2, rue du Commerce",
    customer_id("VINET") -> "59 rue de l'Abbaye",
    customer_id("WANDK") -> "Adenauerallee 900",
    customer_id("WARTH") -> "Torikatu 38",
    customer_id("WELLI") -> "Rua do Mercado, 12",
    customer_id("WHITC") -> "305 - 14th Ave. S. Suite 3B",
    customer_id("WILMK") -> "Keskuskatu 45",
    customer_id("WOLZA") -> "ul. Filtrowa 68",
    employee_id(1) -> "507 - 20th Ave. E.Apt. 2A",
    employee_id(2) -> "908 W. Capital Way",
    employee_id(3) -> "722 Moss Bay Blvd.",
    employee_id(4) -> "4110 Old Redmond Rd.",
    employee_id(5) -> "14 Garrett Hill",
    employee_id(6) -> "Coventry House\000d\nMiner Rd.",
    employee_id(7) -> "Edgeham Hollow\000d\nWinchester Way",
    employee_id(8) -> "4726 - 11th Ave. N.E.",
    employee_id(9) -> "7 Houndstooth Rd.",
    supplier_id(1) -> "49 Gilbert St.",
    supplier_id(2) -> "P.O. Box 78934",
    supplier_id(3) -> "707 Oxford Rd.",
    supplier_id(4) -> "9-8 Sekimai\nMusashino-shi",
    supplier_id(5) -> "Calle del Rosal 4",
    supplier_id(6) -> "92 Setsuko\nChuo-ku",
    supplier_id(7) -> "74 Rose St.\nMoonie Ponds",
    supplier_id(8) -> "29 King's Way",
    supplier_id(9) -> "Kaloadagatan 13",
    supplier_id(10) -> "Av. das Americanas 12.890",
    supplier_id(11) -> "Tiergartenstrae 5",
    supplier_id(12) -> "Bogenallee 51",
    supplier_id(13) -> "Frahmredder 112a",
    supplier_id(14) -> "Viale Dante, 75",
    supplier_id(15) -> "Hatlevegen 5",
    supplier_id(16) -> "3400 - 8th Avenue\nSuite 210",
    supplier_id(17) -> "Brovallavgen 231",
    supplier_id(18) -> "203, Rue des Francs-Bourgeois",
    supplier_id(19) -> "Order Processing Dept.\n2100 Paul Revere Blvd.",
    supplier_id(20) -> "471 Serangoon Loop, Suite #402",
    supplier_id(21) -> "Lyngbysild\nFiskebakken 10",
    supplier_id(22) -> "Verkoop\nRijnweg 22",
    supplier_id(23) -> "Valtakatu 12",
    supplier_id(24) -> "170 Prince Edward Parade\nHunter's Hill",
    supplier_id(25) -> "2960 Rue St. Laurent",
    supplier_id(26) -> "Via dei Gelsomini, 153",
    supplier_id(27) -> "22, rue H. Voiron",
    supplier_id(28) -> "Bat. B\n3, rue des Alpes",
    supplier_id(29) -> "148 rue Chasseur"
  ],
  country: [
    customer_id("ALFKI") -> "Germany",
    customer_id("ANATR") -> "Mexico",
    customer_id("ANTON") -> "Mexico",
    customer_id("AROUT") -> "UK",
    customer_id("BERGS") -> "Sweden",
    customer_id("BLAUS") -> "Germany",
    customer_id("BLONP") -> "France",
    customer_id("BOLID") -> "Spain",
    customer_id("BONAP") -> "France",
    customer_id("BOTTM") -> "Canada",
    customer_id("BSBEV") -> "UK",
    customer_id("CACTU") -> "Argentina",
    customer_id("CENTC") -> "Mexico",
    customer_id("CHOPS") -> "Switzerland",
    customer_id("COMMI") -> "Brazil",
    customer_id("CONSH") -> "UK",
    customer_id("DRACD") -> "Germany",
    customer_id("DUMON") -> "France",
    customer_id("EASTC") -> "UK",
    customer_id("ERNSH") -> "Austria",
    customer_id("FAMIA") -> "Brazil",
    customer_id("FISSA") -> "Spain",
    customer_id("FOLIG") -> "France",
    customer_id("FOLKO") -> "Sweden",
    customer_id("FRANK") -> "Germany",
    customer_id("FRANR") -> "France",
    customer_id("FRANS") -> "Italy",
    customer_id("FURIB") -> "Portugal",
    customer_id("GALED") -> "Spain",
    customer_id("GODOS") -> "Spain",
    customer_id("GOURL") -> "Brazil",
    customer_id("GREAL") -> "USA",
    customer_id("GROSR") -> "Venezuela",
    customer_id("HANAR") -> "Brazil",
    customer_id("HILAA") -> "Venezuela",
    customer_id("HUNGC") -> "USA",
    customer_id("HUNGO") -> "Ireland",
    customer_id("ISLAT") -> "UK",
    customer_id("KOENE") -> "Germany",
    customer_id("LACOR") -> "France",
    customer_id("LAMAI") -> "France",
    customer_id("LAUGB") -> "Canada",
    customer_id("LAZYK") -> "USA",
    customer_id("LEHMS") -> "Germany",
    customer_id("LETSS") -> "USA",
    customer_id("LILAS") -> "Venezuela",
    customer_id("LINOD") -> "Venezuela",
    customer_id("LONEP") -> "USA",
    customer_id("MAGAA") -> "Italy",
    customer_id("MAISD") -> "Belgium",
    customer_id("MEREP") -> "Canada",
    customer_id("MORGK") -> "Germany",
    customer_id("NORTS") -> "UK",
    customer_id("OCEAN") -> "Argentina",
    customer_id("OLDWO") -> "USA",
    customer_id("OTTIK") -> "Germany",
    customer_id("PARIS") -> "France",
    customer_id("PERIC") -> "Mexico",
    customer_id("PICCO") -> "Austria",
    customer_id("PRINI") -> "Portugal",
    customer_id("QUEDE") -> "Brazil",
    customer_id("QUEEN") -> "Brazil",
    customer_id("QUICK") -> "Germany",
    customer_id("RANCH") -> "Argentina",
    customer_id("RATTC") -> "USA",
    customer_id("REGGC") -> "Italy",
    customer_id("RICAR") -> "Brazil",
    customer_id("RICSU") -> "Switzerland",
    customer_id("ROMEY") -> "Spain",
    customer_id("SANTG") -> "Norway",
    customer_id("SAVEA") -> "USA",
    customer_id("SEVES") -> "UK",
    customer_id("SIMOB") -> "Denmark",
    customer_id("SPECD") -> "France",
    customer_id("SPLIR") -> "USA",
    customer_id("SUPRD") -> "Belgium",
    customer_id("THEBI") -> "USA",
